"the_geom","OBJECTID_1","PARK","PARK_NO","FACILITY_N","FACILITY_T","X_COORD","Y_COORD","GISOBJID"
"POINT (-87.79696425443669 41.78403799867096)","2,581","VALLEY FORGE","371","SHUFFLEBOARD","SPECIAL","-87.79696425","41.784038","6,012"
"POINT (-87.79686031256567 41.78456998442616)","2,582","VALLEY FORGE","371","COMMUNITY GARDEN","OUTDOOR","-87.79686031","41.78456998","6,011"
"POINT (-87.79691515631725 41.78404241528062)","2,583","VALLEY FORGE","371","SHUFFLEBOARD","SPECIAL","-87.79691516","41.78404242","6,013"
"POINT (-87.61540420880044 41.79388691262367)","2,584","WASHINGTON (GEORGE)","21","COMMUNITY GARDEN","OUTDOOR","-87.61540421","41.79388691","6,014"
"POINT (-87.6148316406862 41.79180338202586)","2,585","WASHINGTON (GEORGE)","21","SPRAY FEATURE","OUTDOOR","-87.61483164","41.79180338","6,015"
"POINT (-87.6147584200666 41.791777767260456)","2,586","WASHINGTON (GEORGE)","21","GAME TABLES","SPECIAL","-87.61475842","41.79177777","6,016"
"POINT (-87.68246417073145 41.68716768441672)","2,587","KENNEDY (DENNIS)","48","FITNESS COURSE","OUTDOOR","-87.68246417","41.68716768","6,017"
"POINT (-87.6920632803363 41.91502602327585)","2,588","FLOWER (LUCY)","431","SPRAY FEATURE","OUTDOOR","-87.69206328","41.91502602","6,018"
"POINT (-87.58028242437001 41.75859903433103)","2,589","ROSENBLUM (J. LESLIE)","231","SPRAY FEATURE","OUTDOOR","-87.58028242","41.75859903","6,019"
"POINT (-87.64436770487009 41.96159371098776)","2,590","LINCOLN (ABRAHAM)","100","NATURE/BIRD SANCTUARY","SPECIAL","-87.6443677","41.96159371","6,027"
"POINT (-87.70717218965547 41.766079068828866)","2,591","MARQUETTE (JACQUES)","10","NATURE/BIRD SANCTUARY","SPECIAL","-87.70717219","41.76607907","6,028"
"POINT (-87.77049894645882 41.99535481765525)","2,592","QUINN (MARY)","464","NATURE/BIRD SANCTUARY","SPECIAL","-87.77049895","41.99535482","6,029"
"POINT (-87.68854124508263 41.98650039426447)","2,593","WEST RIDGE NATURE PARK","568","NATURE/BIRD SANCTUARY","SPECIAL","-87.68854125","41.98650039","6,030"
"POINT (-87.60887550466875 41.789533093985185)","2,594","WASHINGTON (GEORGE)","21","WETLAND AREA","OUTDOOR","-87.6088755","41.78953309","6,031"
"POINT (-87.63066026431106 41.66998562890194)","2,595","WEST PULLMAN","225","NATURE/BIRD SANCTUARY","SPECIAL","-87.63066026","41.66998563","6,032"
"POINT (-87.60318196921054 41.830426443238274)","2,596","BURNHAM (DANIEL)","27","NATURE/BIRD SANCTUARY","SPECIAL","-87.60318197","41.83042644","6,033"
"POINT (-87.57626502223036 41.778039801035014)","2,597","JACKSON (ANDREW)","19","NATURE/BIRD SANCTUARY","SPECIAL","-87.57626502","41.7780398","6,034"
"POINT (-87.57079475854043 41.78123914632003)","2,598","JACKSON (ANDREW)","19","NATURE/BIRD SANCTUARY","SPECIAL","-87.57079476","41.78123915","6,035"
"POINT (-87.64762205142725 41.85659915179614)","2,599","REYES (GUADALUPE)","352","GAME TABLES","SPECIAL","-87.64762205","41.85659915","6,036"
"POINT (-87.5837574463485 41.80005352749186)","2,600","WASHINGTON (HAROLD)","494","GAME TABLES","SPECIAL","-87.58375745","41.80005353","6,037"
"POINT (-87.63454789906129 41.84809486973168)","2,601","SUN YAT-SEN","451","GAME TABLES","SPECIAL","-87.6345479","41.84809487","6,038"
"POINT (-87.7481635161029 41.96870292528984)","2,602","ASHMORE","427","GAME TABLES","SPECIAL","-87.74816352","41.96870293","6,039"
"POINT (-87.65468546331397 41.92870264179204)","2,603","JONQUIL","1,270","GAME TABLES","SPECIAL","-87.65468546","41.92870264","6,040"
"POINT (-87.6870842031776 41.83678584395302)","2,604","DALEY (RICHARD J.)","530","CASTING PIER","OUTDOOR","-87.6870842","41.83678584","6,042"
"POINT (-87.70479224645797 41.97374853773351)","2,605","RIVER","186","CASTING PIER","OUTDOOR","-87.70479225","41.97374854","6,043"
"POINT (-87.60426421339027 41.83974097856902)","2,606","BURNHAM (DANIEL)","27","CASTING PIER","OUTDOOR","-87.60426421","41.83974098","6,044"
"POINT (-87.64950666504454 41.97268314567644)","2,607","LINCOLN (ABRAHAM)","100","SPRAY FEATURE","OUTDOOR","-87.64950667","41.97268315","6,049"
"POINT (-87.63421178273265 41.916228857383246)","2,608","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63421178","41.91622886","6,050"
"POINT (-87.63418557213134 41.91623766783024)","2,609","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63418557","41.91623767","6,051"
"POINT (-87.63415936271844 41.91624647917884)","2,610","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63415936","41.91624648","6,052"
"POINT (-87.63413322018324 41.916258108076384)","2,611","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63413322","41.91625811","6,053"
"POINT (-87.63410323721118 41.916266969360805)","2,612","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63410324","41.91626697","6,054"
"POINT (-87.63407709464771 41.91627859914567)","2,613","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63407709","41.9162786","6,055"
"POINT (-87.63403956454881 41.91628756210768)","2,614","LINCOLN (ABRAHAM)","100","HORSESHOE COURT","OUTDOOR","-87.63403956","41.91628756","6,056"
"POINT (-87.6558716451026 41.68831538889026)","2,615","ADA (SAWYER GARRETT)","45","BOXING CENTER","INDOOR","-87.65587165","41.68831539","6,057"
"POINT (-87.55653941936829 41.73299044669255)","2,616","BESSEMER (HENRY)","12","BOXING CENTER","INDOOR","-87.55653942","41.73299045","6,058"
"POINT (-87.59966057325484 41.654688612317344)","2,617","CARVER (GEORGE WASHINGTON)","255","BOXING CENTER","INDOOR","-87.59966057","41.65468861","6,059"
"POINT (-87.6672252461162 41.81305320675359)","2,618","DAVIS (DR. NATHAN) SQUARE","14","BOXING CENTER","INDOOR","-87.66722525","41.81305321","6,060"
"POINT (-87.71619825429636 41.88268566063613)","2,619","GARFIELD (JAMES)","204","BOXING CENTER","INDOOR","-87.71619825","41.88268566","6,061"
"POINT (-87.70285422124475 41.90710539031187)","2,620","HUMBOLDT (ALEXANDER VON)","219","BOXING CENTER","INDOOR","-87.70285422","41.90710539","6,062"
"POINT (-87.7637115325116 41.95528946010591)","2,621","PORTAGE","147","BOXING CENTER","INDOOR","-87.76371153","41.95528946","6,063"
"POINT (-87.63806942743582 41.90264179302448)","2,622","SEWARD (WILLIAM)","108","BOXING CENTER","INDOOR","-87.63806943","41.90264179","6,064"
"POINT (-87.5644697003302 41.705833629530055)","2,623","TRUMBULL (LYMAN)","16","BOXING CENTER","INDOOR","-87.5644697","41.70583363","6,065"
"POINT (-87.80723359301008 42.00983612996194)","2,624","BROOKS (OSCAR)","61","BOXING CENTER","INDOOR","-87.80723359","42.00983613","6,066"
"POINT (-87.65569061354921 41.989920881386396)","2,625","PARK NO. 517","517","GARDEN","OUTDOOR","-87.65569061","41.98992088","6,067"
"POINT (-87.62031062989924 41.914517810176854)","2,626","LINCOLN (ABRAHAM)","100","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.62031063","41.91451781","6,070"
"POINT (-87.57181184080815 41.78139303757257)","2,627","JACKSON (ANDREW)","19","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.57181184","41.78139304","6,071"
"POINT (-87.54867679993247 41.75877711180967)","2,628","RAINBOW BEACH","1,001","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.5486768","41.75877711","6,072"
"POINT (-87.70443690627278 41.97339895549363)","2,629","RIVER","186","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.70443691","41.97339896","6,073"
"POINT (-87.68938720662129 42.0046933531216)","2,630","WARREN (LAURENCE)","428","GAME TABLES","SPECIAL","-87.68938721","42.00469335","6,076"
"POINT (-87.65353995981603 41.93040298637976)","2,631","NOETHLING (GRACE)","425","GAME TABLES","SPECIAL","-87.65353996","41.93040299","6,077"
"POINT (-87.68174572744657 41.96889502393404)","2,632","VOGLE (HENRY JR.)","402","GAME TABLES","SPECIAL","-87.68174573","41.96889502","6,078"
"POINT (-87.62793982313855 41.774673073929684)","2,633","PERIWINKLE","436","SPRAY FEATURE","OUTDOOR","-87.62793982","41.77467307","6,079"
"POINT (-87.70565361358514 41.974032359175084)","2,634","RIVER","186","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.70565361","41.97403236","6,081"
"POINT (-87.63519637321733 41.966198330133146)","2,635","LINCOLN (ABRAHAM)","100","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.63519637","41.96619833","6,082"
"POINT (-87.64129700634618 41.96827963416329)","2,636","LINCOLN (ABRAHAM)","100","BOAT LAUNCH NON-MOTORIZED","OUTDOOR","-87.64129701","41.96827963","6,083"
"POINT (-87.60643745083205 41.83780083862866)","2,637","BURNHAM (DANIEL)","27","SPRAY FEATURE","OUTDOOR","-87.60643745","41.83780084","6,086"
"POINT (-87.60657679162108 41.83774361563191)","2,638","BURNHAM (DANIEL)","27","CLIMBING WALL","SPECIAL","-87.60657679","41.83774362","6,088"
"POINT (-87.61982037489824 41.88344943728512)","2,639","GRANT (ULYSSES)","24","CLIMBING WALL","SPECIAL","-87.61982037","41.88344944","6,089"
"POINT (-87.61911635850115 41.88357376896551)","2,640","GRANT (ULYSSES)","24","CLIMBING WALL","SPECIAL","-87.61911636","41.88357377","6,090"
"POINT (-87.65975484507435 41.98927722789345)","2,641","BROADWAY ARMORY","462","CLIMBING WALL","SPECIAL","-87.65975485","41.98927723","6,091"
"POINT (-87.62199516146075 41.85763363164256)","2,642","CHICAGO WOMEN'S PARK AND GARDENS","550","CLIMBING WALL","SPECIAL","-87.62199516","41.85763363","6,092"
"POINT (-87.69269111431369 41.81879191036648)","2,643","KELLY (EDWARD)","260","ARTIFICIAL TURF REG","OUTDOOR","-87.69268358","41.81871","6,099"
"POINT (-87.67508291205537 41.7858339799697)","2,644","LINDBLOM (ROBERT)","243","ARTIFICIAL TURF REG","OUTDOOR","-87.67507541","41.78575207","6,097"
"POINT (-87.67450265941152 41.785752212050866)","2,645","LINDBLOM (ROBERT)","243","TRACK","OUTDOOR","-87.67450266","41.78575221","6,098"
"POINT (-87.61357639463158 41.89298778089397)","2,646","ADDAMS (JANE) MEML.","1,224","GAME TABLES","SPECIAL","-87.61357639","41.89298778","6,101"
"POINT (-87.69738317464129 41.9053802387516)","2,647","HUMBOLDT (ALEXANDER VON)","219","PLAYGROUND","OUTDOOR","-87.69738317","41.90538024","5,661"
"POINT (-87.62627019956332 41.862059455805614)","2,648","COLISEUM","507","PLAYGROUND","OUTDOOR","-87.6262702","41.86205946","5,664"
"POINT (-87.59972282619326 41.820250288517755)","2,649","WILLIAMS-DAVIS (HATTIE KAY,IZORA)","532","PLAYGROUND","OUTDOOR","-87.59972283","41.82025029","5,666"
"POINT (-87.68752201812113 41.9628132387514)","2,650","WELLES (GIDEON)","110","PLAYGROUND","OUTDOOR","-87.68752202","41.96281324","5,668"
"POINT (-87.62852808061389 41.84897605325329)","2,651","PARK NO. 540","540","PLAYGROUND","OUTDOOR","-87.62852808","41.84897605","5,670"
"POINT (-87.57264598793164 41.78140466397673)","2,652","JACKSON (ANDREW)","19","PLAYGROUND","OUTDOOR","-87.57264599","41.78140466","5,671"
"POINT (-87.61049899836138 41.848723094287585)","2,653","BURNHAM (DANIEL)","27","NATURE/BIRD SANCTUARY","SPECIAL","-87.610499","41.84872309","5,672"
"POINT (-87.59139950583716 41.81210569672934)","2,654","BURNHAM (DANIEL)","27","NATURE/BIRD SANCTUARY","SPECIAL","-87.59139951","41.8121057","5,674"
"POINT (-87.75487659317041 41.90436911212812)","2,655","LA FOLLETTE (ROBERT)","201","BASEBALL JR/SOFTBALL","OUTDOOR","-87.75487659","41.90436911","5,675"
"POINT (-87.71329230562758 41.86377938297437)","2,656","PARK NO. 534","534","TRACK","OUTDOOR","-87.71329231","41.86377938","5,676"
"POINT (-87.62948959480029 41.848073032207594)","2,657","PARK NO. 540","540","BASEBALL JR/SOFTBALL","OUTDOOR","-87.62948959","41.84807303","5,678"
"POINT (-87.58553220742631 41.78433385165104)","2,658","JACKSON (ANDREW)","19","ARTIFICIAL TURF REG","OUTDOOR","-87.58552481","41.78425193","5,680"
"POINT (-87.55158398739216 41.65647900616717)","2,659","MANN (JAMES)","17","SPORT ROLLER COURT","OUTDOOR","-87.55158399","41.65647901","5,681"
"POINT (-87.6860237312645 41.70111498612796)","2,660","MUNROE","1,052","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68602373","41.70111499","5,682"
"POINT (-87.73430753864231 41.91279048266925)","2,661","GREENBAUM (HENRY)","132","ARTIFICIAL TURF REG","OUTDOOR","-87.73429994","41.91270857","5,683"
"POINT (-87.73458582586538 41.912207779891816)","2,662","GREENBAUM (HENRY)","132","BASEBALL SR","OUTDOOR","-87.73458583","41.91220778","5,685"
"POINT (-87.66522105244566 42.02244483317745)","2,663","JUNEWAY TERR. BEACH","1,258","BEACH","OUTDOOR","-87.66522105","42.02244483","5,684"
"POINT (-87.6421414050054 41.8590567108883)","2,664","JEFFERSON (THOMAS)","1,113","SPRAY FEATURE","OUTDOOR","-87.64214141","41.85905671","5,710"
"POINT (-87.65748605118289 42.0058917677031)","2,665","PRINZ (TOBEY) BEACH","1,261","BEACH","OUTDOOR","-87.65748605","42.00589177","5,686"
"POINT (-87.65734402364619 42.00403506342386)","2,666","NORTH SHORE BEACH","1,260","BEACH","OUTDOOR","-87.65734402","42.00403506","5,687"
"POINT (-87.78547563738576 41.98885746136122)","2,667","ROSEDALE","91","PLAYGROUND","OUTDOOR","-87.78547564","41.98885746","5,688"
"POINT (-87.78549407376036 41.98899581066394)","2,668","ROSEDALE","91","SPRAY FEATURE","OUTDOOR","-87.78549407","41.98899581","5,689"
"POINT (-87.68744299120037 41.96269037378284)","2,669","WELLES (GIDEON)","110","SPRAY FEATURE","OUTDOOR","-87.68744299","41.96269037","5,690"
"POINT (-87.60567657145391 41.82373196554339)","2,670","MANDRAKE (HENRY BROWN)","504","ARTIFICIAL TURF REG","OUTDOOR","-87.60566915","41.82365005","5,700"
"POINT (-87.75829663553006 41.928117608715475)","2,671","CRAGIN","131","BASKETBALL COURT","OUTDOOR","-87.75829664","41.92811761","5,714"
"POINT (-87.75830100691734 41.928209472018736)","2,672","CRAGIN","131","BASKETBALL BACKBOARD","OUTDOOR","-87.75830101","41.92820947","5,715"
"POINT (-87.75829218163388 41.92803479967048)","2,673","CRAGIN","131","BASKETBALL BACKBOARD","OUTDOOR","-87.75829218","41.9280348","5,716"
"POINT (-87.73201671548006 41.83623116919055)","2,674","PIOTROWSKI (LILLIAN)","230","BASKETBALL BACKBOARD","OUTDOOR","-87.73201672","41.83623117","5,717"
"POINT (-87.73178413944713 41.836239611216115)","2,675","PIOTROWSKI (LILLIAN)","230","BASKETBALL BACKBOARD","OUTDOOR","-87.73178414","41.83623961","5,718"
"POINT (-87.73177753439278 41.836025457370695)","2,676","PIOTROWSKI (LILLIAN)","230","BASKETBALL BACKBOARD","OUTDOOR","-87.73177753","41.83602546","5,719"
"POINT (-87.73201006443638 41.83602184549018)","2,677","PIOTROWSKI (LILLIAN)","230","BASKETBALL BACKBOARD","OUTDOOR","-87.73201006","41.83602185","5,720"
"POINT (-87.63628530622606 41.93804141023728)","2,678","LINCOLN (ABRAHAM)","100","FITNESS COURSE","OUTDOOR","-87.63628531","41.93804141","5,728"
"POINT (-87.682286828022 41.68767790987103)","2,679","KENNEDY (DENNIS)","48","SPRAY FEATURE","OUTDOOR","-87.68228683","41.68767791","5,730"
"POINT (-87.64906066362522 41.841877584824445)","2,680","PALMISANO (HENRY)","531","FITNESS COURSE","OUTDOOR","-87.64906066","41.84187758","5,731"
"POINT (-87.79789735880863 41.7988517523446)","2,681","STARS & STRIPES","370","FITNESS COURSE","OUTDOOR","-87.79789736","41.79885175","5,732"
"POINT (-87.68732145716969 42.00375885087104)","2,682","WARREN (LAURENCE)","428","FITNESS COURSE","OUTDOOR","-87.68732146","42.00375885","5,733"
"POINT (-87.61993878208106 41.89703271278536)","2,683","LAKE SHORE","107","FITNESS COURSE","OUTDOOR","-87.61993878","41.89703271","5,736"
"POINT (-87.65960633922572 42.00889857073152)","2,684","LOYOLA","115","FITNESS COURSE","OUTDOOR","-87.65960634","42.00889857","5,734"
"POINT (-87.7007106238906 41.770939833415156)","2,685","MARQUETTE (JACQUES)","10","FITNESS COURSE","OUTDOOR","-87.70071062","41.77093983","5,735"
"POINT (-87.63932223430135 41.89701862207028)","2,686","WHITE (JESSE)","560","GYMNASTIC CENTER","INDOOR","-87.63932223","41.89701862","5,761"
"POINT (-87.61123445830141 41.80122656000759)","2,687","WASHINGTON (GEORGE)","21","COMMUNITY GARDEN","OUTDOOR","-87.61123446","41.80122656","5,864"
"POINT (-87.55174168642756 41.756781160636066)","2,688","RAINBOW BEACH","1,001","COMMUNITY GARDEN","OUTDOOR","-87.55174169","41.75678116","5,886"
"POINT (-87.59913546168625 41.787524790420754)","2,689","MIDWAY PLAISANCE","1,268","GARDEN","OUTDOOR","-87.59913546","41.78752479","5,867"
"POINT (-87.59821119729348 41.78753292070157)","2,690","MIDWAY PLAISANCE","1,268","GARDEN","OUTDOOR","-87.5982112","41.78753292","5,868"
"POINT (-87.58751365375038 41.78702241013406)","2,691","MIDWAY PLAISANCE","1,268","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.58751365","41.78702241","5,869"
"POINT (-87.65301618528484 41.97910227249654)","2,692","LINCOLN (ABRAHAM)","100","COMMUNITY GARDEN","OUTDOOR","-87.65301619","41.97910227","5,885"
"POINT (-87.65562046061781 41.96664446100595)","2,693","ASTER","343","SPRAY FEATURE","OUTDOOR","-87.65562046","41.96664446","6,020"
"POINT (-87.67877455471286 41.93985517111771)","2,694","FELLGER (CHARLES)","1,100","SPRAY FEATURE","OUTDOOR","-87.67877455","41.93985517","6,021"
"POINT (-87.6172005303402 41.885902188045854)","2,695","PARK NO. 546","546","SPRAY FEATURE","OUTDOOR","-87.61720053","41.88590219","6,022"
"POINT (-87.63725347858723 41.93855754831345)","2,696","LINCOLN (ABRAHAM)","100","SPRAY FEATURE","OUTDOOR","-87.63725348","41.93855755","6,023"
"POINT (-87.62192689524687 41.8576591720139)","2,697","CHICAGO WOMEN'S PARK AND GARDENS","550","PLAYGROUND","INDOOR","-87.6219269","41.85765917","6,093"
"POINT (-87.60791150446279 41.8555165818151)","2,698","NORTHERLY ISLAND","34","LAGOON","OUTDOOR","-87.6079115","41.85551658","6,094"
"POINT (-87.57373438279998 41.73522828591224)","2,699","OWENS (JESSE)","237","FITNESS CENTER","INDOOR","-87.57373438","41.73522829","5,673"
"POINT (-87.61039510712875 41.82916096793721)","2,700","ELLIS (SAMUEL)","1,213","SPRAY FEATURE","OUTDOOR","-87.61039511","41.82916097","5,721"
"POINT (-87.63273590159146 41.85892632927274)","2,701","TOM (PING) MEML.","481","POOL (INDOOR)","INDOOR","-87.6327359","41.85892633","5,722"
"POINT (-87.6326656845712 41.85907236522653)","2,702","TOM (PING) MEML.","481","FITNESS CENTER","INDOOR","-87.63266568","41.85907237","5,723"
"POINT (-87.63261971890272 41.85919527971602)","2,703","TOM (PING) MEML.","481","GYMNASIUM","INDOOR","-87.63261972","41.85919528","5,724"
"POINT (-87.71992014806803 41.878036278471264)","2,704","GARFIELD (JAMES)","204","ARTIFICIAL TURF REG","OUTDOOR","-87.71991257","41.87795437","5,795"
"POINT (-87.6889339724264 42.002823871491444)","2,705","WARREN (LAURENCE)","428","CRICKET FIELD","SPECIAL","-87.68893397","42.00282387","5,755"
"POINT (-87.6547191349107 41.8705220645028)","2,706","SHERIDAN (PHILIP HENRY)","205","FITNESS CENTER","INDOOR","-87.65471913","41.87052206","5,796"
"POINT (-87.68104065119503 41.70038488353909)","2,707","KING-LOCKHART (PATRICK, ANTHONY)","558","GARDEN","OUTDOOR","-87.68104065","41.70038488","5,797"
"POINT (-87.76498277407022 41.874011960505065)","2,708","COLUMBUS (CHRISTOPHER)","209","GYMNASIUM","INDOOR","-87.76498277","41.87401196","5,798"
"POINT (-87.66182055157287 42.010850711508006)","2,709","LOYOLA","115","GYMNASIUM","INDOOR","-87.66182055","42.01085071","5,799"
"POINT (-87.65800431668394 41.79916739446835)","2,710","SHERMAN (JOHN)","7","GYMNASIUM","INDOOR","-87.65800432","41.79916739","5,800"
"POINT (-87.71541607268233 41.91116179312519)","2,711","SIMONS (ALMIRA)","124","GYMNASTIC CENTER","INDOOR","-87.71541607","41.91116179","5,801"
"POINT (-87.60455332679989 41.8374279610786)","2,712","BURNHAM (DANIEL)","27","HARBOR","OUTDOOR","-87.60455333","41.83742796","5,802"
"POINT (-87.52557778735635 41.709473283527146)","2,713","CALUMET","11","HARBOR","OUTDOOR","-87.52557779","41.70947328","5,803"
"POINT (-87.61594321186789 41.88188749569752)","2,714","GRANT (ULYSSES)","24","HARBOR","OUTDOOR","-87.61594321","41.8818875","5,804"
"POINT (-87.63938182976021 41.89702129519868)","2,715","WHITE (JESSE)","560","GYMNASIUM","INDOOR","-87.63938183","41.8970213","5,766"
"POINT (-87.69033207779007 41.87855427261411)","2,716","PARK NO. 574","574","FITNESS COURSE","OUTDOOR","-87.69033208","41.87855427","5,765"
"POINT (-87.69051630589853 41.87822975081512)","2,717","PARK NO. 574","574","PLAYGROUND","OUTDOOR","-87.69051631","41.87822975","5,763"
"POINT (-87.6902836498314 41.87777091024482)","2,718","PARK NO. 574","574","SPRAY FEATURE","OUTDOOR","-87.69028365","41.87777091","5,764"
"POINT (-87.73077384930107 41.8365307006833)","2,719","PIOTROWSKI (LILLIAN)","230","CULTURAL CENTER","SPECIAL","-87.73077385","41.8365307","5,859"
"POINT (-87.53056904839706 41.71785664015605)","2,720","CALUMET","11","CULTURAL CENTER","SPECIAL","-87.53056905","41.71785664","5,860"
"POINT (-87.60508804558086 41.83457690173339)","2,721","BURNHAM (DANIEL)","27","BOAT LAUNCH MOTORIZED","OUTDOOR","-87.60508805","41.8345769","5,861"
"POINT (-87.5839788165339 41.78770574239736)","2,722","JACKSON (ANDREW)","19","CASTING PIER","OUTDOOR","-87.58397882","41.78770574","5,918"
"POINT (-87.68546283180818 41.922952753372286)","2,723","SENIOR CITIZENS MEML.","455","GAME TABLES","SPECIAL","-87.68546283","41.92295275","5,944"
"POINT (-87.60879819228025 41.69140562344924)","2,724","ARCADE","1,201","COMMUNITY GARDEN","OUTDOOR","-87.60879819","41.69140562","5,966"
"POINT (-87.55778921965384 41.76231560936886)","2,725","ASHE (ARTHUR) BEACH","459","COMMUNITY GARDEN","OUTDOOR","-87.55778922","41.76231561","5,967"
